ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,minutos_ouvidos
2025-08-14 11:52:38+00:00,ios,274320,BR,2804:388:5068:c998:c8b9:a48e:8b4:896c,Mamacita (feat. Rich Homie Quan & Young Thug),Travis Scott,Mamacita (feat. Rich Homie Quan & Young Thug),spotify:track:3SEd8nPd8MpGwk6ZZ8tk2j,,,,,,,,fwdbtn,trackdone,True,False,False,1755172078.0,False,4.572
2025-08-14 11:57:14+00:00,ios,219333,BR,2804:388:411e:473e:65a6:1b2:b780:6567,Ni**as In Paris,JAY-Z,Watch The Throne,spotify:track:1auxYwYrFRqZP7t3s7w4um,,,,,,,,trackdone,trackdone,True,False,False,1755172358.0,False,3.65555
2025-08-14 12:00:21+00:00,ios,186386,BR,2804:388:411e:473e:65a6:1b2:b780:6567,Elevator,BAEKHYUN,Essence of Reverie,spotify:track:0mFkmiC5u1V4JBP6PsoVP0,,,,,,,,trackdone,trackdone,True,False,False,1755172634.0,False,3.1064333333333334
2025-08-14 12:04:11+00:00,ios,229666,BR,2804:388:411e:473e:65a6:1b2:b780:6567,YOUNG,Loco,YOUNG,spotify:track:49HmLcTG7tsqz32TF3rnCC,,,,,,,,trackdone,trackdone,True,False,False,1755172821.0,False,3.8277666666666668
2025-08-14 12:07:04+00:00,ios,172794,BR,2804:388:411e:473e:65a6:1b2:b780:6567,Parking Lot,Mustard,Parking Lot,spotify:track:4IFd7EVCyJsUHesBMXI8ju,,,,,,,,trackdone,trackdone,True,False,False,1755173051.0,False,2.8799
2025-08-14 12:11:41+00:00,ios,276335,BR,2804:388:411e:473e:65a6:1b2:b780:6567,Made In China,Higher Brothers,Black Cab,spotify:track:484SLUDMf2BmrUwtQWkvUa,,,,,,,,trackdone,trackdone,True,False,False,1755173224.0,False,4.605583333333334
2025-08-14 12:18:03+00:00,ios,380881,BR,2804:388:411e:473e:65a6:1b2:b780:6567,Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",spotify:track:74tLlkN3rgVzRqQJgPfink,,,,,,,,trackdone,fwdbtn,True,True,False,1755173501.0,False,6.348016666666667
2025-08-14 12:21:34+00:00,ios,211582,BR,2804:388:411e:473e:65a6:1b2:b780:6567,I KNOW ?,Travis Scott,UTOPIA,spotify:track:6wsqVwoiVH2kde4k4KKAFU,,,,,,,,fwdbtn,trackdone,True,False,False,1755173883.0,False,3.5263666666666666
2025-08-14 12:23:49+00:00,ios,135122,BR,2804:388:411e:473e:65a6:1b2:b780:6567,ILoveUIHateU,Playboi Carti,Whole Lotta Red,spotify:track:1BpKJw4RZxaFB88NE5uxXf,,,,,,,,trackdone,trackdone,True,False,False,1755174094.0,False,2.2520333333333333
2025-08-14 12:25:47+00:00,ios,76125,BR,2804:388:4121:fd51:4043:b264:8a4b:181c,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,spotify:track:4KW1lqgSr8TKrvBII0Brf8,,,,,,,,trackdone,logout,True,False,False,1755174229.0,False,1.26875
2025-08-14 16:00:02+00:00,ios,60050,BR,2804:388:4121:fd51:4043:b264:8a4b:181c,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,spotify:track:4KW1lqgSr8TKrvBII0Brf8,,,,,,,,appload,trackdone,True,False,False,1755187141.0,False,1.0008333333333332
2025-08-14 16:02:17+00:00,ios,135122,BR,2804:388:4121:fd51:4043:b264:8a4b:181c,ILoveUIHateU,Playboi Carti,Whole Lotta Red,spotify:track:1BpKJw4RZxaFB88NE5uxXf,,,,,,,,trackdone,trackdone,True,False,False,1755187202.0,False,2.2520333333333333
2025-08-14 16:08:30+00:00,ios,372113,BR,2804:388:4121:fd51:4043:b264:8a4b:181c,Saint Pablo,Kanye West,The Life Of Pablo,spotify:track:1o0kWPueYo94LIjPYOE5Nf,,,,,,,,trackdone,trackdone,True,False,False,1755187337.0,False,6.201883333333333
2025-08-14 16:11:51+00:00,ios,200306,BR,2804:388:4121:fd51:4043:b264:8a4b:181c,Love Shot,EXO,LOVE SHOT– The 5th Album Repackage,spotify:track:0yB4jrSwN0bFtFRDR5vyMj,,,,,,,,trackdone,trackdone,True,False,False,1755187710.0,False,3.338433333333333
2025-08-14 16:15:03+00:00,ios,192026,BR,2804:388:4121:fd51:4043:b264:8a4b:181c,R.I.P.,Playboi Carti,Die Lit,spotify:track:3L0IKstjUgDFVQAbQIRZRv,,,,,,,,trackdone,trackdone,True,False,False,1755187911.0,False,3.2004333333333332
2025-08-14 16:18:16+00:00,ios,191700,BR,2804:388:4121:fd51:4043:b264:8a4b:181c,FE!N (feat. Playboi Carti),Travis Scott,UTOPIA,spotify:track:42VsgItocQwOQC3XWZ8JNA,,,,,,,,trackdone,trackdone,True,False,False,1755188103.0,False,3.195
2025-08-14 16:23:38+00:00,ios,321560,BR,2804:388:4121:fd51:4043:b264:8a4b:181c,Nightcrawler (feat. Swae Lee & Chief Keef),Travis Scott,Rodeo,spotify:track:3xby7fOyqmeON8jsnom0AT,,,,,,,,trackdone,trackdone,True,False,False,1755188296.0,False,5.359333333333334
2025-08-14 16:27:31+00:00,ios,233400,BR,2804:388:4121:fd51:4043:b264:8a4b:181c,Diamonds From Sierra Leone - Remix,Kanye West,Late Registration,spotify:track:34KUIBsIUiPV7oCIzSdDAU,,,,,,,,trackdone,trackdone,True,False,False,1755188618.0,False,3.89
2025-07-03 23:01:49+00:00,ios,255131,BR,2804:388:411f:c607:45ec:aa2c:fcc6:1690,Parking Lot,Mustard,Parking Lot,spotify:track:4IFd7EVCyJsUHesBMXI8ju,,,,,,,,clickrow,trackdone,False,False,False,1751576729.0,False,4.252183333333333
2025-07-03 23:07:01+00:00,ios,311866,BR,2804:388:411f:c607:45ec:aa2c:fcc6:1690,Stronger,Kanye West,Graduation,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,,,,,,,,trackdone,trackdone,False,False,False,1751583709.0,False,5.197766666666666
2025-07-03 23:07:09+00:00,ios,6369,BR,2804:388:411f:c607:45ec:aa2c:fcc6:1690,Ni**as In Paris,JAY-Z,Watch The Throne,spotify:track:1auxYwYrFRqZP7t3s7w4um,,,,,,,,trackdone,endplay,False,True,False,1751584021.0,False,0.10615
2025-07-03 23:10:15+00:00,ios,186980,BR,2804:388:411f:c607:45ec:aa2c:fcc6:1690,July,Kris Wu,July,spotify:track:2cu5wDkTV1gWfsXjUbmd89,,,,,,,,clickrow,trackdone,False,False,False,1751584029.0,False,3.1163333333333334
2025-07-03 23:11:29+00:00,ios,72605,BR,2804:388:411f:c607:45ec:aa2c:fcc6:1690,Mamacita (feat. Rich Homie Quan & Young Thug),Travis Scott,Mamacita (feat. Rich Homie Quan & Young Thug),spotify:track:3SEd8nPd8MpGwk6ZZ8tk2j,,,,,,,,trackdone,endplay,False,True,False,1751584215.0,False,1.2100833333333334
2025-07-03 23:15:00+00:00,ios,211582,BR,2804:388:411f:c607:45ec:aa2c:fcc6:1690,I KNOW ?,Travis Scott,UTOPIA,spotify:track:6wsqVwoiVH2kde4k4KKAFU,,,,,,,,clickrow,trackdone,False,False,False,1751584289.0,False,3.5263666666666666
2025-07-03 23:20:22+00:00,ios,321560,BR,2804:388:411f:c607:45ec:aa2c:fcc6:1690,Nightcrawler (feat. Swae Lee & Chief Keef),Travis Scott,Rodeo,spotify:track:3xby7fOyqmeON8jsnom0AT,,,,,,,,trackdone,trackdone,False,False,False,1751584500.0,False,5.359333333333334
2025-07-03 23:23:35+00:00,ios,193234,BR,2804:388:411f:c607:45ec:aa2c:fcc6:1690,Sky,Playboi Carti,Whole Lotta Red,spotify:track:29TPjc8wxfz4XMn21O7VsZ,,,,,,,,trackdone,trackdone,False,False,False,1751584822.0,False,3.2205666666666666
2025-07-03 23:23:40+00:00,ios,3667,BR,2804:388:411f:c607:45ec:aa2c:fcc6:1690,Bitch Please,Snoop Dogg,No Limit Top Dogg,spotify:track:5Sm1X46tna50RstHZvw072,,,,,,,,trackdone,fwdbtn,False,True,False,1751585015.0,False,0.061116666666666666
2025-07-03 23:23:41+00:00,ios,1068,BR,2804:388:411f:c607:45ec:aa2c:fcc6:1690,way back,Travis Scott,Birds In The Trap Sing McKnight,spotify:track:2Zy7XVdxyZQB8xp5xbpJdl,,,,,,,,fwdbtn,fwdbtn,False,True,False,1751585020.0,False,0.0178
2025-07-03 23:27:20+00:00,ios,219360,BR,2804:388:411f:c607:45ec:aa2c:fcc6:1690,Apple Pie,Travis Scott,Rodeo,spotify:track:6scpNkWEmUxmKY7nYjVLsX,,,,,,,,fwdbtn,trackdone,False,False,False,1751585021.0,False,3.656
2025-07-03 23:31:14+00:00,ios,233400,BR,2804:388:411f:c607:45ec:aa2c:fcc6:1690,Diamonds From Sierra Leone - Remix,Kanye West,Late Registration,spotify:track:34KUIBsIUiPV7oCIzSdDAU,,,,,,,,trackdone,trackdone,False,False,False,1751585240.0,False,3.89
2025-07-03 23:35:47+00:00,ios,267520,BR,2804:388:4114:aa45:307f:83c5:644e:c4c9,Run This Town,JAY-Z,The Blueprint 3,spotify:track:7LR85XLWw2yXqKBSI5brbG,,,,,,,,trackdone,trackdone,False,False,False,1751585474.0,False,4.458666666666667
2025-07-03 23:35:49+00:00,ios,662,BR,2804:388:4114:aa45:307f:83c5:644e:c4c9,Saint Pablo,Kanye West,The Life Of Pablo,spotify:track:1o0kWPueYo94LIjPYOE5Nf,,,,,,,,trackdone,fwdbtn,False,True,False,1751585747.0,False,0.011033333333333332
2025-07-03 23:39:03+00:00,ios,195093,BR,2804:388:4114:aa45:307f:83c5:644e:c4c9,Good Morning,Kanye West,Graduation,spotify:track:6MXXY2eiWkpDCezVCc0cMH,,,,,,,,fwdbtn,trackdone,False,False,False,1751585749.0,False,3.25155
2025-07-03 23:41:19+00:00,ios,135920,BR,2804:388:4114:aa45:307f:83c5:644e:c4c9,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,spotify:track:4KW1lqgSr8TKrvBII0Brf8,,,,,,,,trackdone,trackdone,False,False,False,1751585943.0,False,2.2653333333333334
2025-07-04 02:09:33+00:00,ios,156836,BR,2804:388:4116:b863:a172:6892:5f81:5708,Bound 2,Kanye West,Yeezus,spotify:track:3sNVsP50132BTNlImLx70i,,,,,,,,trackdone,unexpected-exit-while-paused,False,False,False,1751586079.0,False,2.613933333333333
2025-07-28 15:10:45+00:00,ios,266610,BR,2804:388:410f:8ab8:4a8:561e:56ac:4cde,Stronger,Kanye West,Graduation,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,,,,,,,,clickrow,logout,True,False,False,1753715070.0,False,4.4435
2025-07-28 15:11:13+00:00,osx,48954,BR,179.218.6.241,Stronger,Kanye West,Graduation,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,,,,,,,,remote,trackdone,True,False,False,1753715362.0,False,0.8159
2025-07-28 15:14:27+00:00,osx,193574,BR,179.218.6.241,Rockstar Made,Playboi Carti,Whole Lotta Red,spotify:track:3cWmqvMwVQKDigWLSZ3w9h,,,,,,,,trackdone,trackdone,True,False,False,1753715473.0,False,3.2262333333333335
2025-07-28 15:17:37+00:00,osx,189774,BR,179.218.6.241,Lotto,EXO,LOTTO - The 3rd Album Repackage,spotify:track:6ukWoX4AHV76JdYVdKRPk8,,,,,,,,trackdone,trackdone,True,False,False,1753715667.0,False,3.1629
2025-07-28 15:20:24+00:00,osx,166358,BR,179.218.6.241,Sky,Playboi Carti,Whole Lotta Red,spotify:track:29TPjc8wxfz4XMn21O7VsZ,,,,,,,,trackdone,endplay,True,True,False,1753715857.0,False,2.7726333333333333
2025-07-28 15:23:44+00:00,osx,199796,BR,179.218.6.241,Hey Mama!,EXO-CBX,Hey Mama!– The 1st Mini Album,spotify:track:20bWnhRylVPnTpfsuIzorG,,,,,,,,clickrow,trackdone,True,False,False,1753716024.0,False,3.3299333333333334
2025-07-28 15:28:46+00:00,osx,301623,BR,179.218.6.241,São Paulo (feat. Anitta),The Weeknd,Hurry Up Tomorrow,spotify:track:7DY756WOLyOz2Xnhw4EFiC,,,,,,,,trackdone,trackdone,True,False,False,1753716224.0,False,5.02705
2025-07-28 15:32:21+00:00,osx,213884,BR,179.218.6.241,Homecoming,Lil Uzi Vert,Eternal Atake,spotify:track:6vxU64pcIuQ38O015Zy4qj,,,,,,,,trackdone,trackdone,True,False,False,1753716526.0,False,3.5647333333333333
2025-07-28 15:35:37+00:00,osx,195299,BR,179.218.6.241,Lo Mein,Lil Uzi Vert,Eternal Atake,spotify:track:6CUP2khYzdphXebxVTfPE3,,,,,,,,trackdone,trackdone,True,False,False,1753716741.0,False,3.254983333333333
2025-07-28 15:39:30+00:00,osx,233400,BR,179.218.6.241,Diamonds From Sierra Leone - Remix,Kanye West,Late Registration,spotify:track:34KUIBsIUiPV7oCIzSdDAU,,,,,,,,trackdone,trackdone,True,False,False,1753716937.0,False,3.89
2025-07-28 15:44:05+00:00,osx,274320,BR,179.218.6.241,Mamacita (feat. Rich Homie Quan & Young Thug),Travis Scott,Mamacita (feat. Rich Homie Quan & Young Thug),spotify:track:3SEd8nPd8MpGwk6ZZ8tk2j,,,,,,,,trackdone,trackdone,True,False,False,1753717171.0,False,4.572
2025-07-28 15:46:10+00:00,osx,123890,BR,179.218.6.241,Just Wanna Rock,Lil Uzi Vert,Just Wanna Rock,spotify:track:4FyesJzVpA39hbYvcseO2d,,,,,,,,trackdone,trackdone,True,False,False,1753717445.0,False,2.0648333333333335
2025-07-28 15:48:10+00:00,osx,119737,BR,179.218.6.241,Go2DaMoon (feat. Kanye West),Playboi Carti,Whole Lotta Red,spotify:track:0F13K9dwYH2zpTWiR8d628,,,,,,,,trackdone,trackdone,True,False,False,1753717570.0,False,1.9956166666666666
2025-07-28 15:50:14+00:00,osx,123517,BR,179.218.6.241,like JENNIE,JENNIE,Ruby,spotify:track:6nWWuodRc3aJS7aLrflaqF,,,,,,,,trackdone,trackdone,True,False,False,1753717690.0,False,2.0586166666666665
2025-07-28 16:01:50+00:00,osx,181927,BR,179.218.6.241,Can't Tell Me Nothing,Kanye West,Graduation,spotify:track:0mEdbdeRFQwBhN4xfyIeUM,,,,,,,,trackdone,endplay,True,True,False,1753717814.0,False,3.0321166666666666
2025-07-28 16:05:01+00:00,osx,189774,BR,179.218.6.241,Lotto,EXO,LOTTO - The 3rd Album Repackage,spotify:track:6ukWoX4AHV76JdYVdKRPk8,,,,,,,,clickrow,trackdone,True,False,False,1753718510.0,False,3.1629
2025-07-28 16:09:29+00:00,osx,267520,BR,179.218.6.241,Run This Town,JAY-Z,The Blueprint 3,spotify:track:7LR85XLWw2yXqKBSI5brbG,,,,,,,,trackdone,trackdone,True,False,False,1753718701.0,False,4.458666666666667
2025-07-28 16:12:49+00:00,osx,199845,BR,179.218.6.241,花요일 Blooming Day,EXO-CBX,Blooming Days - The 2nd Mini Album,spotify:track:4kmp56RAtXEzHOANS0BaLX,,,,,,,,trackdone,trackdone,True,False,False,1753718969.0,False,3.33075
2025-07-28 16:17:22+00:00,osx,272500,BR,179.218.6.241,way back,Travis Scott,Birds In The Trap Sing McKnight,spotify:track:2Zy7XVdxyZQB8xp5xbpJdl,,,,,,,,trackdone,trackdone,True,False,False,1753719169.0,False,4.541666666666667
2025-07-28 16:21:12+00:00,osx,229666,BR,179.218.6.241,YOUNG,Loco,YOUNG,spotify:track:49HmLcTG7tsqz32TF3rnCC,,,,,,,,trackdone,trackdone,True,False,False,1753719442.0,False,3.8277666666666668
2025-07-28 16:27:17+00:00,osx,364157,BR,179.218.6.241,Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",spotify:track:74tLlkN3rgVzRqQJgPfink,,,,,,,,trackdone,fwdbtn,True,True,False,1753719672.0,False,6.069283333333333
2025-07-28 16:31:01+00:00,osx,223542,BR,179.218.6.241,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,FRIENDS KEEP SECRETS,spotify:track:1KVczjazCcCCgM3gXXUl47,,,,,,,,fwdbtn,trackdone,True,False,False,1753720037.0,False,3.7257
2025-07-28 16:34:43+00:00,osx,222000,BR,179.218.6.241,Gata Only,FloyyMenor,Gata Only,spotify:track:6XjDF6nds4DE2BBbagZol6,,,,,,,,trackdone,trackdone,True,False,False,1753720261.0,False,3.7
2025-07-29 14:20:57+00:00,osx,97454,BR,179.218.6.241,Vamp Anthem,Playboi Carti,Whole Lotta Red,spotify:track:4CzhtKifG867Lu5DNQVBSA,,,,,,,,trackdone,remote,True,False,False,1753720483.0,False,1.6242333333333334
2025-07-29 14:26:01+00:00,ios,251130,BR,2804:388:9027:4f4c:259d:65d6:e7f4:4e6c,Stronger,Kanye West,Graduation,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,,,,,,,,appload,logout,True,False,False,1753798852.0,False,4.1855
2025-07-31 16:11:30+00:00,ios,211582,BR,2804:388:4112:141d:bc4b:7280:ace2:9a15,I KNOW ?,Travis Scott,UTOPIA,spotify:track:6wsqVwoiVH2kde4k4KKAFU,,,,,,,,clickrow,trackdone,True,False,False,1753978080.0,False,3.5263666666666666
2025-07-31 16:15:24+00:00,ios,233400,BR,2804:388:4112:141d:bc4b:7280:ace2:9a15,Diamonds From Sierra Leone - Remix,Kanye West,Late Registration,spotify:track:34KUIBsIUiPV7oCIzSdDAU,,,,,,,,trackdone,trackdone,True,False,False,1753978290.0,False,3.89
2025-07-31 16:19:59+00:00,ios,274320,BR,2804:388:4112:141d:bc4b:7280:ace2:9a15,Mamacita (feat. Rich Homie Quan & Young Thug),Travis Scott,Mamacita (feat. Rich Homie Quan & Young Thug),spotify:track:3SEd8nPd8MpGwk6ZZ8tk2j,,,,,,,,trackdone,trackdone,True,False,False,1753978524.0,False,4.572
2025-07-31 16:22:03+00:00,ios,123890,BR,2804:388:4112:141d:bc4b:7280:ace2:9a15,Just Wanna Rock,Lil Uzi Vert,Just Wanna Rock,spotify:track:4FyesJzVpA39hbYvcseO2d,,,,,,,,trackdone,trackdone,True,False,False,1753978799.0,False,2.0648333333333335
2025-07-31 16:24:04+00:00,ios,119737,BR,2804:388:4112:141d:bc4b:7280:ace2:9a15,Go2DaMoon (feat. Kanye West),Playboi Carti,Whole Lotta Red,spotify:track:0F13K9dwYH2zpTWiR8d628,,,,,,,,trackdone,trackdone,True,False,False,1753978923.0,False,1.9956166666666666
2025-07-31 16:26:08+00:00,ios,123517,BR,2804:388:4112:141d:bc4b:7280:ace2:9a15,like JENNIE,JENNIE,Ruby,spotify:track:6nWWuodRc3aJS7aLrflaqF,,,,,,,,trackdone,trackdone,True,False,False,1753979044.0,False,2.0586166666666665
2025-07-31 16:37:45+00:00,ios,48441,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,Can't Tell Me Nothing,Kanye West,Graduation,spotify:track:0mEdbdeRFQwBhN4xfyIeUM,,,,,,,,trackdone,logout,True,False,False,1753979168.0,False,0.80735
2025-08-05 11:56:01+00:00,ios,311866,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,Stronger,Kanye West,Graduation,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,,,,,,,,clickrow,trackdone,True,False,False,1754394650.0,False,5.197766666666666
2025-08-05 11:56:16+00:00,ios,13543,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,Run This Town,JAY-Z,The Blueprint 3,spotify:track:7LR85XLWw2yXqKBSI5brbG,,,,,,,,trackdone,fwdbtn,True,True,False,1754394961.0,False,0.22571666666666668
2025-08-05 11:59:35+00:00,ios,199845,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,花요일 Blooming Day,EXO-CBX,Blooming Days - The 2nd Mini Album,spotify:track:4kmp56RAtXEzHOANS0BaLX,,,,,,,,fwdbtn,trackdone,True,False,False,1754394976.0,False,3.33075
2025-08-05 12:04:08+00:00,ios,272500,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,way back,Travis Scott,Birds In The Trap Sing McKnight,spotify:track:2Zy7XVdxyZQB8xp5xbpJdl,,,,,,,,trackdone,trackdone,True,False,False,1754395175.0,False,4.541666666666667
2025-08-05 12:07:58+00:00,ios,229666,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,YOUNG,Loco,YOUNG,spotify:track:49HmLcTG7tsqz32TF3rnCC,,,,,,,,trackdone,trackdone,True,False,False,1754395448.0,False,3.8277666666666668
2025-08-05 12:14:07+00:00,ios,367126,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,Money Trees,Kendrick Lamar,"good kid, m.A.A.d city",spotify:track:74tLlkN3rgVzRqQJgPfink,,,,,,,,trackdone,fwdbtn,True,True,False,1754395678.0,False,6.118766666666667
2025-08-05 12:14:10+00:00,ios,3330,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,Roses (with Juice WRLD feat. Brendon Urie),benny blanco,FRIENDS KEEP SECRETS,spotify:track:1KVczjazCcCCgM3gXXUl47,,,,,,,,fwdbtn,fwdbtn,True,True,False,1754396047.0,False,0.0555
2025-08-05 12:16:13+00:00,ios,124093,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,Vamp Anthem,Playboi Carti,Whole Lotta Red,spotify:track:4CzhtKifG867Lu5DNQVBSA,,,,,,,,fwdbtn,trackdone,True,False,False,1754396050.0,False,2.068216666666667
2025-08-05 15:59:34+00:00,ios,442586,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,Nightcrawler (feat. Swae Lee & Chief Keef),Travis Scott,Rodeo,spotify:track:3xby7fOyqmeON8jsnom0AT,,,,,,,,trackdone,trackdone,True,False,False,1754396173.0,False,7.376433333333333
2025-08-05 16:03:29+00:00,ios,229146,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,Bound 2,Kanye West,Yeezus,spotify:track:3sNVsP50132BTNlImLx70i,,,,,,,,trackdone,trackdone,True,False,False,1754409574.0,False,3.8191
2025-08-05 16:06:41+00:00,ios,192026,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,R.I.P.,Playboi Carti,Die Lit,spotify:track:3L0IKstjUgDFVQAbQIRZRv,,,,,,,,trackdone,trackdone,True,False,False,1754409809.0,False,3.2004333333333332
2025-08-05 16:06:52+00:00,ios,8966,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,Dionysus,BTS,MAP OF THE SOUL : PERSONA,spotify:track:2Wkm4JBcIV2uSuu4qlbqFN,,,,,,,,trackdone,fwdbtn,True,True,False,1754410001.0,False,0.14943333333333333
2025-08-05 16:09:35+00:00,ios,164000,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,777-666,Matuê,Máquina do Tempo,spotify:track:3sGcETRMuAgcPgjDpIkgMn,,,,,,,,fwdbtn,trackdone,True,False,False,1754410012.0,False,2.7333333333333334
2025-08-05 16:12:50+00:00,ios,195093,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,Good Morning,Kanye West,Graduation,spotify:track:6MXXY2eiWkpDCezVCc0cMH,,,,,,,,trackdone,trackdone,True,False,False,1754410175.0,False,3.25155
2025-08-05 16:15:07+00:00,ios,135920,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,spotify:track:4KW1lqgSr8TKrvBII0Brf8,,,,,,,,trackdone,trackdone,True,False,False,1754410370.0,False,2.2653333333333334
2025-08-05 16:18:37+00:00,ios,210261,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,Baby Pluto,Lil Uzi Vert,Eternal Atake,spotify:track:7hav1MHURQf5SAoPk0egqh,,,,,,,,trackdone,trackdone,True,False,False,1754410507.0,False,3.50435
2025-08-05 16:22:26+00:00,ios,221341,BR,2804:388:9053:7b4f:2526:b7a1:33b5:45d1,Monster,EXO,EX'ACT,spotify:track:7GbUWl6qLW1gdngbEV2WDJ,,,,,,,,trackdone,trackdone,True,False,False,1754410717.0,False,3.689016666666667
